"Date","Dialog_Turn","Discussion_Id","Post_Counter","Quote_Author","Quote_Id","Quote_Text","Response_Author","Response_Id","Response_Text","Subtopic","Time","Topic","Word_Count"
"07-03-2013","12","17119","358","Easyrider","475264","Love the way you antichrist jackas*es stick up for the homophobic Muslims. I would think you'd be consistent and take the Muslims to task for hating and killing gays. But no, your anti-semitism wins the day. You want a long list of Muslim atrocities against the Jews just Google it.","Dani","475272","Bravo! You have no answer so you accuse someone of being anti-Semite. Go learn the difference between anti-Semite and anti-Zionist. The Palestinians never had their own country, you imbecile. And you want to talk about me sucking up media lies? You're an imbecile. Your ignorance of the Israeli-Palistinian problem is almost as great as your ignorance of evolution and other aspects of science. You want a long list of atrocities by Israelis against Palestinians just Google it. If you want to see how much land Israel has stolen from Palestine and is still illegally occupying, look here... 727u3l.jpg","obama-supports-gay-marriage","09:23 AM","gay-rights-debates",114
"07-03-2013","12","17119","359","Dani","475272","Easyrider: The Palestinians never had their own country, you imbecile. And you want to talk about me sucking up media lies? Your ignorance of the Israeli-Palistinian problem is almost as great as your ignorance of evolution and other aspects of science.","Easyrider","475273","Like I said, you imbecile, The Palestinians never had their own country. Putting up some contrived map saying they did is horse manure.","obama-supports-gay-marriage","09:26 AM","gay-rights-debates",27
"07-03-2013","12","17119","361","Easyrider","475273","Like I said, you imbecile, The Palestinians never had their own country. Putting up some contrived map saying they did is horse manure.","Dani","475275","...and like I said, you are as much of an ignoramus regarding Palestine as you are regarding evolution.","obama-supports-gay-marriage","09:38 AM","gay-rights-debates",21
"06-30-2013","14","17119","235","Hdreams","474985","What happens between two (or more) consenting adult in the privacy of their bedrooms is their own business. They have the right to the benefits we give to couple should they wish for them and the recognition of marriage. Pedophilia, wife beating, adultery all have consequences either for children (who are not of consent age), violence etc... But adultery is legal, it is legal to have an affair outside of marriage.","Easyrider","474990","Please see my previous post to ANorveyanFellow. There are dire consequences for the individual and even a nation that rebels against God. The Bible is full of such examples. ""The wicked shall be turned into hell, and all the nations that forget God."" - Psalm 9:17","obama-supports-gay-marriage","10:12 AM","gay-rights-debates",53
"06-30-2013","14","17119","236","Easyrider","474990","Please see my previous post to ANorveyanFellow. There are dire consequences for the individual and even a nation that rebels against God. The Bible is full of such examples. ""The wicked shall be turned into hell, and all the nations that forget God."" - Psalm 9:17","Hdreams","475004","Their is a separation of church and state for a reason EZ, to prevent the discrimination of a minority on religious grounds... gay marriage is a human right for consenting adult individuals. Perhaps your god does rail against gay marriage, but that should have no political weight on a secular nation consisting on hundreds of religions and secularist organisations and communities when it come to the laws that govern all peoples under that nation.","obama-supports-gay-marriage","12:02 PM","gay-rights-debates",79
"06-30-2013","14","17119","239","Hdreams","475004","Their is a separation of church and state for a reason EZ, to prevent the discrimination of a minority on religious grounds... gay marriage is a human right for consenting adult individuals. Perhaps your god does rail against gay marriage, but that should have no political weight on a secular nation consisting on hundreds of religions and secularist organisations and communities when it come to the laws that govern all peoples under that nation. The sphere of religion has no place in the discussion.","Easyrider","475007","Christians, Jews, and others of faith have voting rights too, and we can all vote as we please. In fact, if there's enough of us, we can pass a Constitutional Amendment to ban gay marriage, etc. Gay marriage is also outlawed by virtue of a number of state constitutions, passed by representatives of the people. I'm not buying that. Did you know the founding fathers and others attended church services in the US Capitol Bldg. and other federal buildings, and that continued up to and shortly after the Civil War? Kind of puts the ""separation of church"" and state in a different light for you, n'est pas?","obama-supports-gay-marriage","12:50 PM","gay-rights-debates",124
"06-30-2013","14","17119","241","Easyrider","475007","Christians, Jews, and others of faith have voting rights too, and we can all vote as we please. In fact, if there's enough of us, we can pass a Constitutional Amendment to ban gay marriage, etc. By the way, did you know the founding fathers and others attended church services in the US Capitol Bldg. and other federal buildings, and that continued up to and shortly after the Civil War? Kind of puts the ""separation of church"" and state in a different light for you, n'est pas?","Hdreams","475009","Your right, and gay marriage in no way inhibits your right to vote as you see fit... What is does do is prevent said religious groups from proposing laws, amendments and policies on religious grounds that would discriminate against a group of people. Again ill say it, freedom of religion also entails freedom from religion","obama-supports-gay-marriage","12:52 PM","gay-rights-debates",60
"06-30-2013","14","17119","243","Hdreams","475009","Your right, and gay marriage in no way inhibits your right to vote as you see fit... What is does do is prevent said religious groups from proposing laws, amendments and policies on religious grounds that would discriminate against a group of people. Again ill say it, freedom of religion also entails freedom from religion","Easyrider","475012","Religious folks, via our representatives, have proposed plenty of laws that discriminate against wickedness. And gay sex is wickedness. We also propose laws against the wickedness of aborting the innocent unborn. So we're alive and well in the voting booth, and the battle isn't over yet. There's also a higher court than the US Supreme Court, and that's God. And when he's had enough of this sodomy and wickedness he'll bring it to a screeching halt. And if not now, then at the Judgment. There won't be any gay pride cr*p in heaven.","obama-supports-gay-marriage","01:06 PM","gay-rights-debates",106
"06-30-2013","14","17119","244","Easyrider","475012","Religious folks, via our representatives, have proposed plenty of laws that discriminate against wickedness. And gay sex is wickedness. We also propose laws against the wickedness of aborting the innocent unborn. So we're alive and well in the voting booth, and the battle isn't over yet. There's also a higher court than the US Supreme Court, and that's God. And when he's had enough of this sodomy and wickedness he'll bring it to a screeching halt. And if not now, then at the Judgment. There won't be any gay pride cr*p in heaven.","Hdreams","475015","So you freely accept that your feeling and opinions are based on religious grounds, therefore should have no bearing on the laws passed by the state. The wisdom and strength of the constitution is talked about whenever individuals wish to prevent things such as gun reform, abortion etc... But when it suits you, you have no problem with ignoring the supposed wisdom of the founding fathers in their desire to create a nation for all through the separation of church and state. In conclusion, you only have conviction of the constitution when it suits and complies with your religious values, therefore you were the people the constitution was created to prevent from holding sway over law and society.","obama-supports-gay-marriage","01:12 PM","gay-rights-debates",127
"06-30-2013","14","17119","249","Hdreams","475015","In conclusion, you only have conviction of the constitution when it suits and complies with your religious values, therefore you were the people the constitution was created to prevent from holding sway over law and society.","Easyrider","475023","No one in any significant measure is promoting a theocracy or advocating a particular religion at the exclusion of all others, though perhaps the Muslims are. But as for whose ""religion"" should be approved, it isn't yours either. In the US Supreme Court decision Abington School District v. Schempp, 374, US 203, 83 S.Ct. 1560, 10 L.Ed.2d 844 (1963) Justice Clark stated: ""The State may not establish a 'religion of secularism' in the sense of affirmatively opposing or showing hostility to religion, thus 'preferring those who believe in no religion over those who do believe.' http://forum.mtstars.com/misc/v/13/1949.html","obama-supports-gay-marriage","01:27 PM","gay-rights-debates",122
"06-30-2013","14","17119","251","Easyrider","475023","No one in any significant measure is promoting a theocracy or advocating a particular religion at the exclusion of all others, though perhaps the Muslims are. But as for whose ""religion"" should be approved, it isn't yours either. In the US Supreme Court decision Abington School District v. Schempp, 374, US 203, 83 S.Ct. 1560, 10 L.Ed.2d 844 (1963) Justice Clark stated: ""The State may not establish a 'religion of secularism' in the sense of affirmatively opposing or showing hostility to religion, thus 'preferring those who believe in no religion over those who do believe.' http://forum.mtstars.com/misc/v/13/1949.html","Hdreams","475025","I have no religion EZ, that is the point... Your views are those of a religious denomination and therefore should have no bearing on laws passed by the state which affect all. In a similar way that if Islam was the majority denomination then sharia law should not be imposed on the minority christian denomination... Sodom and Gomorrah has nothing to do with it... Jefferson regardless of his personal views came round to understand the positives of a free country where people who didn't share his beliefs were protected as much as himself.... Admittedly as long as you were male, white, wealthy and of an Anglo-Saxon origin. Give religion an inch and it will take a mile. People should be free from religion, just as you are free from theirs.","obama-supports-gay-marriage","01:34 PM","gay-rights-debates",142
"06-30-2013","14","17119","252","Hdreams","475025","I have no religion EZ, that is the point... Your views are those of a religious denomination and therefore should have no bearing on laws passed by the state which affect all. Sodom and Gomorrah has nothing to do with it... Jefferson regardless of his personal views came round to understand the positives of a free country where people who didn't share his beliefs were protected as much as himself.... Admittedly as long as you were male, white, wealthy and of an Anglo-Saxon origin.","Easyrider","475026","Then you are a secularist, and there's no provision in the Constitution that favors secularism over people of faith. That's your view. I don't share it. In fact, considering the founding fathers went to church in federal buildings, hired paid Chaplains, printed a Bible, and spoke about how Christianity was the foundation of the country, I dare say you're the one who is out in left field. Sure it does. I'm not letting a secularist evict God from the public square or from the discussion. He didn't approve of sodomy, did he? In fact, which of the original states or founding fathers did?","obama-supports-gay-marriage","01:40 PM","gay-rights-debates",119
"06-30-2013","14","17119","253","Easyrider","475026","Then you are a secularist, and there's no provision in the Constitution that favors secularism over religion. That's your view. I don't share it. In fact, considering the founding fathers went to church in federal buildings, hire paid Chaplains, printed a Bible, and spoke about how Christianity was the foundation of the country, I dare say you're the one who is out in left field. Sure it does. I'm not letting a secularist evict God from the public square or from the discussion. He didn't approve of sodomy, did he? In fact, which of the original states or founding fathers did? EZ Sure it does. I'm not letting a secularist evict God from the public square or from the discussion.","Hdreams","475028","You will truly avoid the obvious to retain your weak claim to a christian US.... The separation of church and state is fundamental, it entails the FREEDOM FROM RELIGION for all, secularist, Buddhist, Muslim, Christian... The state cannot discriminate against any denomination on any religious grounds. What Jefferson and the rest of the founding fathers personally believed has no bearing, they recognized it as their personal belief and that their personal feeling and religion should not dictate the laws of a nation. It doesn't matter if they rebuilt the Basilica within the grounds of the white house, that doesn't mean Christians should be favoured above all others by the state. Im glad to hear it, i have no issue with Christians being involved in the discourse... I have a big problem with what is effectively religious law, and on this basis i hope you would support gun reform then.","obama-supports-gay-marriage","01:50 PM","gay-rights-debates",165
"06-30-2013","14","17119","257","Hdreams","475028","You will truly avoid the obvious to retain your weak claim to a christian US.... The separation of church and state is fundamental, it entails the FREEDOM FROM RELIGION for all, secularist, Buddhist, Muslim, Christian... The state cannot discriminate against any denomination on any religious grounds. What Jefferson and the rest of the founding fathers personally believed has no bearing...","Easyrider","475036","We're not talking about establishing a national religious denomination (which was what the founding fathers were addressing). We're talking illicit gay unions. And I'm not saying the US is a ""Christian nation,"" though some 70% of Americans claim to be Christians. I don't believe that for a minute.","obama-supports-gay-marriage","03:02 PM","gay-rights-debates",57
"06-30-2013","14","17119","259","Easyrider","475036","We're not talking about establishing a national religious denomination (which was what the founding fathers were addressing). We're talking illicit gay unions. And I'm not saying the US is a ""Christian nation,"" though some 70% of Americans claim to be Christians. I don't believe that for a minute.","Hdreams","475038","Give me a reason EZ that gay marriage should be banned outside of Christianity.... You have already read the statement about HIV and i hope you would see the falseness of that claim... Can give me a genuine reason that gay marriage should be banned outside of the sphere of religion?","obama-supports-gay-marriage","03:25 PM","gay-rights-debates",54
"07-02-2013","16","17119","334","Easyrider","475189","You people aren't too bright. In fact, you're ate up with the dumb a*s with your skewed perspectives. Gods Judgment Saves Lives Let's do this: How many people would 100 evil men kill in their lifetimes? Let's say a thousand, and the 100 evil men wind up in hell when they die. Now, let's let those 100 evil men have 100 offspring that over time grow up to kill the original 1,000 other people, plus 1,000 more. Now, you have 200 evil men in hell and 2,000 murdered others. Let's take it to the 10th or so generation. Now you've had 10,000 evil men giving birth to 10,000 offspring and together those 20,000 evil men and or women offspring kill 200,000 people total. So, you now have 20,000 evil men and women in hell (vs. 100 if you had nailed them earlier), plus 200,000 other dead people. So God, being smarter than his critics, and able to see consequences further out in time than the stiff-necked ""God is evil"" crowd, saves 19,900 people from going to hell plus he saves 199,000 others from getting murdered. (please excuse any math errors). Get the picture? God SAVES!!","Hdreams","475197","Ez and genetics.... Not the best mix. I am relatively confident that you didn't intend to say this EZ but just to clarify, Evil is not Hereditary.","obama-supports-gay-marriage","10:37 AM","gay-rights-debates",31
"07-02-2013","16","17119","337","Hdreams","475197","Ez and genetics.... Not the best mix. I am relatively confident that you didn't intend to say this EZ but just to clarify, Evil is not Hereditary.","Easyrider","475206","True, my analysis was a theoretical illustration. Now you wouldn't deny that there are murderers in most every generation, would you?","obama-supports-gay-marriage","11:44 AM","gay-rights-debates",25
"07-02-2013","16","17119","339","Easyrider","475206","True, my analysis was a theoretical illustration. Now you wouldn't deny that there are murderers in most every generation, would you?","Hdreams","475216","There are murderers in every generation, but they are not hereditary... They are a mix of pre-meditated, opportunist, situational etc... Killing a murderer does not prevent murderer's arising in the next generation. And perhaps some of those murderer's wished to repent, would they not then have been welcomed into gods bosom? Would it not be a horrific thing to find yourself in ""Heaven"" and bump into the murderer who massacred your family feasting on the local buffet all because he said sorry? I think their must be crime in heaven....","obama-supports-gay-marriage","01:29 PM","gay-rights-debates",102
"07-02-2013","16","17119","340","Hdreams","475216","There are murderers in every generation, but they are not hereditary... They are a mix of pre-meditated, opportunist, situational etc... Killing a murderer does not prevent murderer's arising in the next generation. And perhaps some of those murderer's wished to repent, would they not then have been welcomed into gods bosom? Would it not be a horrific thing to find yourself in ""Heaven"" and bump into the murderer who massacred your family feasting on the local buffet all because he said sorry? I think their must be crime in heaven....","Easyrider","475221","Nope. The New Testament says we're raised incorruptible. And the unrepentant murderers are cast into Hell. I think you see the earth through rose-colored glasses. There's tons of murderers in every generation. Heredity is not necessary to continue with crime. We see with the Muslims, for instance, that they train up their children to hate Jews, and there's no shortage of Muslim generations that have hated and killed Jews. And that's what we see in the Middle East during the Old Testament - one group or nation after another killing others. So I stand by my illustration.","obama-supports-gay-marriage","01:44 PM","gay-rights-debates",109
"07-02-2013","16","17119","341","Easyrider","475221","Nope. The New Testament says we're raised incorruptible. And the unrepentant murderers are cast into Hell. I think you see the earth through rose-colored glasses. There's tons of murderers in every generation. Heredity is not necessary to continue with crime. We see with the Muslims, for instance, that they train up their children to hate Jews, and there's no shortage of Muslim generations that have hated and killed Jews. And that's what we see in the Middle East during the Old Testament - one group or nation after another killing others. So I stand by my illustration.","Hdreams","475222","If the murderer was genuinely repentant he would be accepted into heaven... Im not saying he is faking it...","obama-supports-gay-marriage","01:48 PM","gay-rights-debates",21
"07-02-2013","16","17119","342","Hdreams","475222","If the murderer was genuinely repentant he would be accepted into heaven... Im not saying he is faking it...","Easyrider","475230","If he were repentant and he received Christ as his Savior (who paid for his sins at Calvary), then, on the basis of God physically dying for the sins of man, the murderer would be accepted into heaven. Remember, Moses killed a man and we see him centuries later on the Mount of Transfiguration. So there can be redemption for murderers.","obama-supports-gay-marriage","03:16 PM","gay-rights-debates",70
"07-02-2013","16","17119","343","Easyrider","475230","If he were repentant and he received Christ as his Savior (who paid for his sins at Calvary), then, on the basis of God physically dying for the sins of man, the murderer would be accepted into heaven. Remember, Moses killed a man and we see him centuries later on the Mount of Transfiguration. So there can be redemption for murderers.","Hdreams","475241","So the murderer of my family is admitted to heaven At which point when the victims see him over the heavenly all you can eat buffet there is going to be trouble.","obama-supports-gay-marriage","06:48 PM","gay-rights-debates",33
"07-04-2013","17","17119","384","Easyrider","475336","There's not that many sane people around who bow down to Muslim thuggery, but apparently you're one of the dead heads who do. There's no shortage of examples of Arab / Muslim attacks against Israel, so don't even bother trying to go there. Anyone we can pay to kill Muslim thugs / terrorists is money well spent. And don't forget all the Arab countries that support terrorism against Israel, like Iran and Syria. If you like those maggots so much move on over there.","Hdreams","475340","So your ""Christian"" viewpoint is that we should spend more money effectively hiring butchers to kill people in a foreign country as opposed to using it to empower, feed and school the population of your own country?","obama-supports-gay-marriage","08:17 AM","gay-rights-debates",41
"07-04-2013","17","17119","387","Hdreams","475340","So your ""Christian"" viewpoint is that we should spend more money effectively hiring butchers to kill people in a foreign country as opposed to using it to empower, feed and school the population of your own country?","Easyrider","475343","It's not either/or. You can do both. Government has been appointed by God to deal wrath against the evil doers. Read Romans chapter 13. Have you ever read the Bible?","obama-supports-gay-marriage","08:25 AM","gay-rights-debates",37
"07-04-2013","17","17119","388","Easyrider","475343","It's not either/or. You can do both. Government has been appointed by God to deal wrath against the evil doers. Read Romans chapter 13. Have you ever read the Bible?","Hdreams","475344","Great so you agree with spending on help, empowerment and schooling... Just as long as the government spends more on direct and by-proxy war. Also the government was not appointed by god.... im not sure what drug or religious induced delirium you are in as regards to this but they are appointed by the senate/congress/white house through elected individuals. You seriously think god elects Congressmen/Senators & Presidents? If this were true then why are you so against the divinely elected current President? please read V for Vendetta.. all chapters.","obama-supports-gay-marriage","08:44 AM","gay-rights-debates",104
"07-04-2013","17","17119","389","Hdreams","475344","Great so you agree with spending on help, empowerment and schooling... Just as long as the government spends more on direct and by-proxy war. Also the government was not appointed by god.... im not sure what drug or religious induced delirium you are in as regards to this but they are appointed by the senate/congress/white house through elected individuals. You seriously think god elects Congressmen/Senators & Presidents? If this were true then why are you so against the divinely elected current President?","Easyrider","475345","Well let me spin things back to you. I guess you're ok spending all our money on failed school systems so we can leave our country unprotected. You're apparently blind to the providence of God. As Thomas Jefferson noted, I shall need, too, the favor of that Being in whose hands we are, who lead our forefathers, as Israel of old, from their native land and planted them in a country flowing with all the necessities and comforts of life. (Monday, March 4, 1805, in his 2nd Inaugural Address) You haven't read the Bible, have you? Sometimes God gives people the screwed up government they deserve. He raised up King Nebuchadnezzar to come against Israel when they became corrupt.","obama-supports-gay-marriage","08:58 AM","gay-rights-debates",138
"05-23-2012","25","17119","46","Matthew S","455685","What you are saying, Mr Taliban, is that we can not have a civil government contract because your of religious beliefs. You rail against the Mideastern countries for their treatment of Christians and sharia law, but you are so happy to impose that same sharia law upon us. You are just the same as the Islamists that you despise.","Freedom","455711","He has not advocated the execution, imprisonment, or even mandatory therapy for homosexuals that is an unfair accusation. It is the homosexual lobby who are trying to force him and people like him to recognize homosexuality in the public sphere and thus condone and support it, and their reaction to that is the sum of the so called 'gay-bashing' in modern western countries. That is why I could live in peace with easyrider but not a collectivist, he believes in freedom if only because the founders of the united states did.","obama-supports-gay-marriage","01:16 PM","gay-rights-debates",100
"05-24-2012","25","17119","47","Freedom","455711","He has not advocated the execution, imprisonment, or even mandatory therapy for homosexuals that is an unfair accusation. It is the homosexual lobby who are trying to force him and people like him to recognize homosexuality in the public sphere and thus condone and support it, and their reaction to that is the sum of the so called 'gay-bashing' in modern western countries. That is why I could live in peace with easyrider but not a collectivist, he believes in freedom if only because the founders of the united states did.","Matthew S","455767","He is advocating that his religious beliefs be turned into laws that I have to live under. Yes he is the Taliban. Yes he wants sharia law imposed upon me and my family.","obama-supports-gay-marriage","04:55 AM","gay-rights-debates",36
"05-24-2012","25","17119","48","Matthew S","455767","He is advocating that his religious beliefs be turned into laws that I have to live under. Yes he is the Taliban. Yes he wants sharia law imposed upon me and my family.","Freedom","455769","No, you want your relationship imposed upon him and his family. What religious belief is it that he wants as law? That homosexuals should be put to death and their blood is on them? He has not advocated that in all the posts he's made since I've been here. You think you have a right to public support and that is why you have a blindness to the nature of what he wants. Homosexual marriages have not been banned by any state, some refuse to recognize them and that is all. You can still sign any contract with anyone you want. You can still have as much sex as you want with whoever you want. There are no oppressive laws and the sooner you realize that the sooner we all can stop hearing this avalanche of self-absorbed entitled complaints.","obama-supports-gay-marriage","05:03 AM","gay-rights-debates",150
"05-24-2012","25","17119","49","Freedom","455769","No, you want your relationship imposed upon him and his family. What religious belief is it that he wants as law? That homosexuals should be put to death and their blood is on them? He has not advocated that in all the posts he's made since I've been here. You think you have a right to public support and that is why you have a blindness to the nature of what he wants. Homosexual marriages have not been banned by any state, some refuse to recognize them and that is all. You can still sign any contract with anyone you want. You can still have as much sex as you want with whoever you want. There are no oppressive laws and the sooner you realize that the sooner we all can stop hearing this avalanche of self-absorbed entitled complaints.","Matthew S","455827","It is his religious belief that a civil marriage contract is between a man and a woman. His religious belief is the law and he supports that law. It is a religious law that is no difference then sharia law. His religious beliefs should have nothing to do with civil law. Further my religious beliefs are being violated.","obama-supports-gay-marriage","10:02 PM","gay-rights-debates",63
"05-24-2012","25","17119","50","Matthew S","455827","It is his religious belief that a civil marriage contract is between a man and a woman. His religious belief is the law and he supports that law. It is a religious law that is no difference then sharia law. His religious beliefs should have nothing to do with civil law. Further my religious beliefs are being violated.","Freedom","455829","Then how can non-religious people (like me) recognize that man and woman has always been what marriage meant?","obama-supports-gay-marriage","10:46 PM","gay-rights-debates",21
"05-25-2012","25","17119","56","Freedom","455829","Then how can non-religious people (like me) recognize that man and woman has always been what marriage meant?","Matthew S","455919","Because there is such a thing as a legal contract signed between two people and the state, simple as that.","obama-supports-gay-marriage","10:13 PM","gay-rights-debates",22
"06-30-2013","27","17119","266","Hdreams","475047","I will look at Xanamnes links and reply but i am still awaiting a reason as to why Gay marriage shouldnt be legal.","Xenamnes","475048","Homosexualism is not a valid measure of differentiation between two or more individuals. It is no different than claiming individual A has strong preference for people of African descent while individual B has strong preference for people of Mediterranean descent. Homosexualism has not been scientifically proven to be anything other than a simple preference for a specific type of activity. It is no more worth consideration or legal protection than bird watching or wearing brown shoes as opposed to any other color. Human sexuality is regarded as fluidic in nature and subject to change. Homosexualism as well at heterosexualism are nothing more than temporary phases of development. As such there is no reason to cater to what is nothing more than a temporary trend.","obama-supports-gay-marriage","07:58 PM","gay-rights-debates",131
